order_id,orderDate,customer_id,Resturant_ID,Fooditem,quantity,deliver_status,payment_method
254513,28-01-2023,16,216,2160,7,Delivered,UPI
254514,28-01-2023,2,216,2160,3,Delivered,Card
254515,28-01-2023,21,214,2155,5,Delivered,UPI
254516,28-01-2023,11,213,2149,9,Delivered,COD
254517,29-01-2023,25,214,2155,3,Delivered,COD
254518,29-01-2023,18,212,2147,8,Delivered,COD
254519,29-01-2023,7,213,2149,7,Delivered,COD
254520,29-01-2023,4,214,2151,6,Delivered,UPI
254521,29-01-2023,7,214,2155,1,Delivered,UPI
254522,29-01-2023,16,214,2155,4,Delivered,UPI
254523,29-01-2023,10,211,2144,9,Delivered,UPI
254524,29-01-2023,29,211,2142,7,Delivered,COD
254525,29-01-2023,18,211,2142,1,Delivered,UPI
254526,29-01-2023,25,217,2165,2,Delivered,Card
254527,29-01-2023,3,211,2142,3,Delivered,UPI
254528,29-01-2023,15,216,2160,9,Delivered,COD
254529,29-01-2023,4,214,2154,10,Delivered,UPI
254530,29-01-2023,1,212,2145,8,Delivered,UPI
254531,29-01-2023,25,213,2150,2,Delivered,UPI
254532,30-01-2023,25,217,2167,7,Delivered,UPI
254533,30-01-2023,14,211,2142,8,Delivered,UPI
254534,30-01-2023,27,212,2147,3,Cancelled,COD
254535,30-01-2023,26,211,2141,9,Cancelled,UPI
254536,30-01-2023,23,216,2163,7,Delivered,COD
254537,30-01-2023,24,212,2145,7,Delivered,Card
254538,30-01-2023,2,216,2162,3,Delivered,COD
254539,30-01-2023,18,217,2166,10,Delivered,COD
254540,30-01-2023,25,211,2141,4,Delivered,Card
254541,30-01-2023,2,217,2164,9,Delivered,COD
254542,30-01-2023,6,211,2142,7,Delivered,COD
254543,30-01-2023,23,214,2151,8,Delivered,UPI
254544,30-01-2023,25,211,2142,5,Delivered,UPI
254545,30-01-2023,4,212,2145,8,Delivered,COD
254546,30-01-2023,19,216,2160,1,Delivered,Card
254547,30-01-2023,19,211,2142,8,Delivered,COD
254548,30-01-2023,25,211,2142,3,Delivered,UPI
254549,30-01-2023,29,212,2147,6,Cancelled,UPI
254550,30-01-2023,10,214,2155,8,Delivered,COD
254551,30-01-2023,27,213,2148,8,Delivered,UPI
254552,30-01-2023,5,216,2163,10,Delivered,UPI
254553,30-01-2023,25,217,2165,2,Delivered,COD
254554,30-01-2023,16,213,2150,6,Delivered,COD
254555,30-01-2023,3,211,2142,10,Delivered,UPI
254556,30-01-2023,4,212,2147,7,Delivered,UPI
254557,30-01-2023,24,216,2160,3,Delivered,Card
254558,30-01-2023,18,214,2155,7,Delivered,UPI
254559,30-01-2023,18,213,2148,7,Delivered,Card
254560,30-01-2023,22,212,2147,2,Delivered,UPI
254561,30-01-2023,7,213,2150,6,Delivered,Card
254562,30-01-2023,7,212,2147,1,Delivered,UPI
254563,30-01-2023,2,212,2147,4,Delivered,UPI
254564,30-01-2023,2,212,2145,4,Delivered,COD
254565,30-01-2023,25,217,2166,4,Delivered,UPI
254566,30-01-2023,15,214,2154,5,Delivered,COD
254567,30-01-2023,12,216,2163,1,Delivered,UPI
254568,30-01-2023,25,213,2149,5,Delivered,UPI
254569,30-01-2023,25,212,2147,3,Delivered,COD
254570,30-01-2023,21,211,2141,9,Delivered,UPI
254571,30-01-2023,25,217,2165,2,Delivered,UPI
254572,30-01-2023,6,212,2146,6,Delivered,UPI
254573,30-01-2023,27,216,2162,5,Delivered,UPI
254574,30-01-2023,4,212,2147,6,Cancelled,UPI
254575,30-01-2023,4,216,2161,1,Cancelled,UPI
254576,30-01-2023,25,213,2149,1,Delivered,UPI
254577,30-01-2023,5,213,2148,6,Cancelled,Card
254578,30-01-2023,4,214,2155,10,Delivered,UPI
254579,30-01-2023,25,217,2164,1,Delivered,COD
254580,30-01-2023,20,216,2160,2,Delivered,UPI
254581,31-01-2023,25,212,2147,10,Delivered,COD
254582,31-01-2023,18,211,2142,8,Delivered,UPI
254583,31-01-2023,30,213,2148,10,Delivered,UPI
254584,31-01-2023,4,216,2163,5,Delivered,UPI
254585,31-01-2023,4,211,2142,2,Delivered,UPI
254586,31-01-2023,11,211,2142,7,Delivered,UPI
254587,31-01-2023,13,216,2162,3,Delivered,UPI
254588,31-01-2023,26,212,2147,7,Delivered,Card
254589,31-01-2023,25,211,2142,6,Delivered,COD
254590,31-01-2023,8,217,2165,5,Delivered,COD
254591,31-01-2023,20,213,2149,6,Delivered,COD
254592,31-01-2023,18,212,2146,10,Delivered,COD
254593,31-01-2023,4,212,2145,1,Delivered,Card
254594,31-01-2023,4,216,2160,1,Delivered,UPI
254595,31-01-2023,12,216,2163,10,Delivered,UPI
254596,31-01-2023,4,214,2152,6,Delivered,UPI
254597,31-01-2023,5,212,2147,7,Delivered,Card
254598,31-01-2023,12,214,2155,9,Delivered,UPI
254599,31-01-2023,20,216,2163,4,Delivered,UPI
254600,31-01-2023,25,214,2154,6,Delivered,UPI
254601,31-01-2023,4,217,2164,4,Delivered,UPI
254602,31-01-2023,7,212,2145,3,Delivered,UPI
254603,31-01-2023,4,211,2141,9,Delivered,COD
254604,31-01-2023,25,211,2141,2,Delivered,UPI
254605,31-01-2023,13,211,2143,6,Delivered,Card
254606,31-01-2023,25,216,2163,2,Delivered,UPI
254607,31-01-2023,5,216,2160,8,Delivered,COD
254608,31-01-2023,4,212,2147,10,Delivered,COD
254609,31-01-2023,5,214,2152,5,Delivered,Card
254610,31-01-2023,28,213,2148,3,Cancelled,COD
254611,31-01-2023,25,213,2150,3,Delivered,UPI
254612,31-01-2023,25,214,2154,6,Delivered,UPI
254613,31-01-2023,25,212,2145,4,Delivered,COD
254614,31-01-2023,24,211,2141,1,Delivered,COD
254615,31-01-2023,5,211,2142,3,Delivered,UPI
254616,31-01-2023,2,213,2148,2,Delivered,UPI
254617,31-01-2023,4,213,2148,1,Delivered,UPI
254618,31-01-2023,26,216,2163,1,Delivered,UPI
254619,31-01-2023,23,211,2142,3,Delivered,UPI
254620,31-01-2023,4,212,2145,5,Delivered,COD
254621,31-01-2023,24,217,2167,9,Delivered,UPI
254622,31-01-2023,13,214,2154,6,Delivered,COD
254623,31-01-2023,13,213,2150,6,Delivered,UPI
254624,31-01-2023,4,217,2165,9,Delivered,COD
254625,31-01-2023,25,212,2145,10,Delivered,Card
254626,31-01-2023,28,211,2144,7,Delivered,UPI

